1218 N CAMERON AVE,36.1104376,-80.2228292
1218 VANCLAIR DR,36.1910635,-80.2521006
1219 CHURTON ST # 11,36.0765937,-80.2568959
1219 N HIGHLAND AVE,36.1108845,-80.2328938
122 MAYFAIR DR,36.1650364,-80.2716705
1220 CLOISTER DR,36.061565,-80.2557634
1220 N MAIN ST,36.1413754,-80.0472271
1220 WHISPERING WIND DR,36.1240613,-80.3950257
1221 MEADE LN,36.1253283,-80.3141556
1222 MARDELE LN,36.1897807,-80.2516453
1223 WILSON HERITAGE TRL,36.1724377,-80.0796709
1224 BETHABARA HILLS CT,36.1501679,-80.2937011
1224 WILLOWLAKE CT,36.1220712,-80.3179376
1225 FENIMORE ST,36.0730749,-80.2699613
1225 SCOTT DR,36.0914079,-80.1200675
1225 SHOUSE BLVD,36.161797,-80.2284
1228 WINFIELD DR,36.1649242,-80.2270556
123 FOREST VIEW DR,36.087332,-80.325033
123 JULIAN POND LN,36.1405202,-80.06596
123 PIEDMONT AVE # H,36.0927502,-80.2604128
123 WESTDALE AVE,36.0932226,-80.2578012
123 WILLOW TRACE CIR # 3,36.0500375,-80.3865582
1230 LOCKLAND AVE,36.072542,-80.2651262
1231 MEADOW CHASE DR,36.121015,-80.411325
1231 PINEBLUFF RD,36.0751049,-80.286214
1233 SCOTT DR,36.0911244,-80.1201984
1235 STERLING ACRES DR,36.0873475,-80.4648743
1237 MASTEN DR # 233,36.1040494,-80.0968338
124 MAYFAIR DR,36.1650596,-80.2713113
124 RHYNE AVE,36.049932,-80.2366396
124 SEDGE MEADOW DR,36.0849885,-80.1537827
124 TORTOISE LN,36.0251326,-80.2734886
1240 ARBOR RD,36.1176929,-80.2659174
1240 CASTLEGATE CT,36.0552616,-80.3432648
1240 IRVING ST,36.0742137,-80.2725741
1240 PINEY GROVE RD,36.1540199,-80.0592769
1241 CHEVELLE LN,36.208249,-80.229085
1243 SHELTER COVE,36.1232678,-80.3167516
1244 ARBOR RD # 185,36.1197578,-80.2665329
1244 ARBOR RD # 189,36.1197578,-80.2665329
1244 ARBOR RD # 233,36.1197578,-80.2665329
1244 ARBOR RD # 307,36.1197578,-80.2665329
1244 ARBOR RD # 422,36.1197578,-80.2665329
1244 ARBOR RD # 462,36.1197578,-80.2665329
1244 ARBOR RD # 516,36.1197578,-80.2665329
1244 ARBOR RD # 529,36.1197578,-80.2665329
1244 ARBOR RD # BOX212,36.1197578,-80.2665329
1245 FOREST WOOD DR,36.092951,-80.409673
1245 N PEACE HAVEN RD,36.1092187,-80.3218349
1245 TWENTY FIRST ST,36.118264,-80.2285369
1248 RAY ST,36.0878819,-80.0877355
125 BROOKGREEN CT,36.0869788,-80.1074672
125 CEBON AVE,36.0853887,-80.3234323
125 COOL WATER CT,36.0316995,-80.2021197
125 CRESTWAY CT,36.111319,-80.431465
125 DERENDE ST,35.997599,-80.2345709
125 GREENVALLEY RD,36.1201575,-80.3139149
125 HEARTHSIDE DR,36.0946842,-80.3279081
125 HEDGEMORE DR,36.1094458,-80.1256513
125 N GORDON DR,36.0909793,-80.3178071
125 PEBBLE RIDGE LN,36.0882868,-80.3458687
125 TICKLE RD # 10,36.206219,-80.282053
125 WESTHAVEN CIR,36.095221,-80.30654
1250 E ELEVENTH ST,36.1077958,-80.2295826
126 BROOKSTOWN AVE # 274,36.090362,-80.244719
126 BROOKSTOWN AVE # 450,36.090362,-80.244719
126 BUCKINGHAM RD,36.0961302,-80.2823716
126 MAYFAIR DR,36.1651152,-80.2709629
1260 LYNDALE DR,36.1157258,-80.3747571
1261 FOXHALL DR,36.1251883,-80.311438
1262 WHITWORTH CT,36.0931884,-80.0743258
1263 MARLBOROUGH LN,36.1890424,-80.2503909
1266 SPRINGWOOD CIR,36.0850531,-80.2138092
1266 TREDWELL DR,36.0735793,-80.2663467
1267 BOHANNON PARK CIR,36.1100415,-80.2530299
1267 TREDWELL DR,36.0735691,-80.2658405
1268 PINEY GROVE RD,36.1545352,-80.0584038
1269 REYNOLDS FOREST DR,36.0797117,-80.1920497
127 VOGLER DR,36.0798149,-80.1665152
127 WINTERBROOK CT,36.1511046,-80.1909543
1271 WOODBROOK DR,36.0974668,-80.0907467
1272 PINEBLUFF RD,36.0735056,-80.286595
1277 BEAVERTON TRL,36.049523,-80.3508022
128 BROOKHILL PARK CT,36.214764,-80.27007
128 NELSON ST,36.1256073,-80.0768246
128 WHEELER ST,36.0971403,-80.2283627
1280 CHESTER RD,36.110682,-80.3267501
1280 CLAXTON RIDGE DR,36.1063215,-80.0748465
1281 STUART RUN RD,36.086458,-80.085567
1281 W FOURTH ST,36.089758,-80.2591824
1284 MEADOW CHASE DR,36.122861,-80.411999
1286 MILLERWOOD DR,36.1276146,-80.3090584
129 BLAZE ST,36.1616298,-80.2736954
129 BREVARD ST,36.1353734,-80.1777962
129 CHRISFIELD CIR,36.082267,-80.3485773
129 GOLDFINCH RD,36.1403906,-80.3926085
1291 CHESTER RD,36.1109056,-80.3270579
130 AMERSHAM CT,36.1119011,-80.1376573
130 CORBRIDGE LN,36.1140831,-80.320549
130 FAIRIDGE CT,36.165859,-80.1059975
130 PATTON AVE,36.0378978,-80.2377482
130 PRESTWICK LN,36.207902,-80.313167
130 SECRET GARDEN LN # 6,36.0767822,-80.3312561
130 SNEAD RD,36.0421526,-80.3119793
130 TYLER WAY CT,36.0895874,-80.3229427
130 WESTCLIFF CT,36.0602356,-80.3281914
1300 ABINGDON WAY,36.1244134,-80.3151956
1300 BARROW CT,36.0723712,-80.2836452
1300 BROOKWOOD DR,36.1360018,-80.2680451
1301 ABINGDON WAY,36.1249352,-80.314891
1301 DUBLIN CT,36.1114577,-80.2316938
1302 FOREST KNOLLS CIR,36.1053143,-80.177875
1302 FORSYTH ST,36.0940391,-80.2624008
1303 MILLER ST,36.073934,-80.2732709
